time	V(n003)
Step Information: Temp=-10  (Step: 1/5)
4.119256064716911e-03	-2.327841e+00
4.124287248319439e-03	-2.512946e+00
4.126234933729590e-03	-2.507306e+00
4.128510087101647e-03	-2.445293e+00
4.132197704352488e-03	-2.225767e+00
4.138067564673310e-03	-1.625416e+00
4.146450984324842e-03	-4.876170e-01
4.154506318353988e-03	5.652019e-01
4.164506318353987e-03	1.464162e+00
4.172132251540501e-03	1.763134e+00
4.175424376699708e-03	1.786730e+00
4.177190988848474e-03	1.773439e+00
4.180063283667479e-03	1.712679e+00
4.184691245278631e-03	1.512601e+00
4.191911055314190e-03	9.513465e-01
4.201911055314190e-03	-2.572348e-01
4.211911055314189e-03	-1.620500e+00
4.219812619740075e-03	-2.361819e+00
4.224514545082461e-03	-2.514556e+00
4.226319518108018e-03	-2.505992e+00
4.228647646308357e-03	-2.439689e+00
4.232419518292362e-03	-2.208126e+00
4.238414308886052e-03	-1.582679e+00
4.246690996377133e-03	-4.539144e-01
4.254862008849277e-03	6.062061e-01
4.264862008849277e-03	1.485772e+00
4.272309783279385e-03	1.766001e+00
4.275492058635089e-03	1.786612e+00
4.277301178942362e-03	1.771976e+00
4.280242019793760e-03	1.707374e+00
4.284976449791316e-03	1.496135e+00
4.292342324832994e-03	9.086216e-01
4.302342324832994e-03	-3.168879e-01
4.312342324832993e-03	-1.672765e+00
4.320983097723203e-03	-2.422767e+00
4.324980281556961e-03	-2.515925e+00
4.326492671016950e-03	-2.503058e+00
4.328929169551523e-03	-2.427514e+00
4.332872938031877e-03	-2.170772e+00
4.339120361704678e-03	-1.493735e+00
4.347266335213668e-03	-3.735370e-01
4.355638907364956e-03	6.937582e-01
4.365638907364956e-03	1.530259e+00
4.372687341981397e-03	1.771566e+00
4.375635319714356e-03	1.786155e+00
4.377534396857743e-03	1.768721e+00
4.380620083939388e-03	1.695421e+00
4.385578356410928e-03	1.459892e+00
4.393246254042022e-03	8.157681e-01
4.403246254042021e-03	-4.427873e-01
4.413246254042021e-03	-1.778940e+00
4.421478119826976e-03	-2.444057e+00
4.425172966803862e-03	-2.515739e+00
4.426781642912615e-03	-2.497583e+00
4.429398745602793e-03	-2.405483e+00
4.433627506716788e-03	-2.104499e+00
4.440286714979980e-03	-1.342024e+00
4.448246812111272e-03	-2.376834e-01
4.456986237436115e-03	8.384852e-01
4.466986237436115e-03	1.598999e+00
4.473311350038923e-03	1.778900e+00
4.475870370514968e-03	1.785157e+00
4.477916967894554e-03	1.762658e+00
4.481239509246918e-03	1.674046e+00
4.486560252955791e-03	1.396176e+00
4.494701721891959e-03	6.575115e-01
4.504701721891958e-03	-6.472124e-01
4.514701721891958e-03	-1.938721e+00
4.522230154142452e-03	-2.471244e+00
4.525461727645909e-03	-2.514649e+00
4.527251798988228e-03	-2.486669e+00
4.530161930359604e-03	-2.364375e+00
4.534848702838381e-03	-1.987033e+00
4.542149383503647e-03	-1.090042e+00
4.550000543511280e-03	2.109405e-04
4.559323098335257e-03	1.066971e+00
4.569155867791743e-03	1.687195e+00
4.574245880929353e-03	1.785642e+00
4.576219530635959e-03	1.783246e+00
4.578485034717045e-03	1.752089e+00
4.582157289657235e-03	1.637738e+00
4.588004295443831e-03	1.292275e+00
4.596795828981475e-03	4.121255e-01
4.606795828981475e-03	-9.412801e-01
4.616795828981475e-03	-2.140450e+00
4.623225382742856e-03	-2.497403e+00
4.625838098605024e-03	-2.511807e+00
4.627864448149136e-03	-2.468671e+00
4.631154533195202e-03	-2.301842e+00
4.636425881420398e-03	-1.818345e+00
4.644503995758000e-03	-7.613805e-01
4.652342795957324e-03	3.037173e-01
4.662342795957323e-03	1.317295e+00
4.670983361613306e-03	1.740016e+00
4.674980384892694e-03	1.787363e+00
4.676492709424976e-03	1.780972e+00
4.678929231985964e-03	1.742504e+00
4.682873038505614e-03	1.606247e+00
4.689120517740170e-03	1.203710e+00
4.698373696793761e-03	2.149387e-01
4.708373696793761e-03	-1.159278e+00
4.718373696793760e-03	-2.267153e+00
4.723917881642019e-03	-2.508907e+00
4.726097272922964e-03	-2.508886e+00
4.728286163787848e-03	-2.453818e+00
4.731836281758143e-03	-2.253140e+00
4.737500774014607e-03	-1.693739e+00
4.745966760019087e-03	-5.554058e-01
4.753892951110203e-03	4.931934e-01
4.763892951110202e-03	1.425429e+00
4.771818871769681e-03	1.757643e+00
4.775304351559356e-03	1.787137e+00
4.776995569629093e-03	1.775883e+00
4.779746140182254e-03	1.721897e+00
4.784184225363674e-03	1.540725e+00
4.791139864992463e-03	1.025533e+00
4.801129905946113e-03	-1.500228e-01
4.811129905946112e-03	-1.522986e+00
4.819260341469329e-03	-2.327876e+00
4.824289010892237e-03	-2.512717e+00
4.826235589952847e-03	-2.507053e+00
4.828511154400881e-03	-2.445009e+00
4.832199426007528e-03	-2.225396e+00
4.838070259300595e-03	-1.624864e+00
4.846454008612372e-03	-4.870007e-01
4.854510253068972e-03	5.658226e-01
4.864510253068972e-03	1.464542e+00
4.872134232002743e-03	1.763297e+00
4.875425132932680e-03	1.786856e+00
4.877192220067429e-03	1.773553e+00
4.880065281161222e-03	1.712751e+00
4.884694434831392e-03	1.512557e+00
4.891915888612080e-03	9.510252e-01
4.901915888612079e-03	-2.577152e-01
4.911915888612079e-03	-1.620871e+00
4.919816619450693e-03	-2.361813e+00
4.924516163907746e-03	-2.514322e+00
4.926320120266926e-03	-2.505739e+00
4.928648625514694e-03	-2.439407e+00
4.932421096659687e-03	-2.207763e+00
4.938416773123404e-03	-1.582152e+00
4.946693715520016e-03	-4.533423e-01
4.954865663933946e-03	6.067870e-01
4.964865663933946e-03	1.486127e+00
4.972311592026726e-03	1.766159e+00
4.975492747098843e-03	1.786739e+00
4.977302299773636e-03	1.772090e+00
4.980243837512103e-03	1.707450e+00
4.984979348203798e-03	1.496103e+00
4.992346698052606e-03	9.083368e-01
5.000000000000000e-03	2.371222e-03
