Step Information: Temp=70  (Step: 5/5)
0.000000000000000e+00	1.139541e-11
9.999999439624929e-11	-2.520035e-08
1.999999887924986e-10	-1.513659e-07
3.999999775849972e-10	-6.406283e-07
1.599999910339989e-09	-1.418640e-05
3.199999820679977e-09	-5.825415e-05
6.399999641359955e-09	-2.204479e-04
1.279999928271991e-08	-7.577044e-04
2.559999856543982e-08	-2.292484e-03
5.119999713087964e-08	-5.966449e-03
1.023999942617593e-07	-1.362233e-02
8.191999540940742e-07	-1.211158e-01
1.638399908188148e-06	-2.449825e-01
3.276799816376297e-06	-4.944553e-01
4.228045802811341e-06	-6.371285e-01
4.783476297609357e-06	-7.075186e-01
5.324999512731090e-06	-7.811407e-01
5.966775139240783e-06	-8.653029e-01
6.756061784729691e-06	-9.590406e-01
7.356175708190009e-06	-1.003131e+00
8.121109389735680e-06	-1.025186e+00
8.902762133575166e-06	-1.037613e+00
9.784102203449545e-06	-1.047412e+00
1.154678234319830e-05	-1.059883e+00
1.471212172746288e-05	-1.072569e+00
1.844168647774631e-05	-1.080201e+00
2.394676469129524e-05	-1.084476e+00
2.610804903930392e-05	-1.084426e+00
2.830369449404885e-05	-1.083536e+00
3.186459212477971e-05	-1.079748e+00
3.754524983864133e-05	-1.064576e+00
4.126558396983698e-05	-1.036334e+00
4.362981358003659e-05	-9.633320e-01
4.673735343985038e-05	-5.208871e-01
4.750370998428721e-05	-3.532452e-01
4.823795865123527e-05	-2.875725e-01
4.902276560964239e-05	-1.250530e-01
4.977588451753968e-05	-5.259738e-02
5.057616950432243e-05	1.052009e-01
5.144116670213309e-05	1.954098e-01
5.236731034469045e-05	3.640999e-01
5.344015248234255e-05	4.811533e-01
5.468474298591253e-05	6.834576e-01
5.623331647364659e-05	8.524401e-01
5.824805956485060e-05	1.127460e+00
6.106750355511341e-05	1.397920e+00
6.537532419918553e-05	1.791840e+00
7.254139449639307e-05	2.076789e+00
7.558004516856728e-05	2.129684e+00
7.744441762052086e-05	2.077768e+00
8.047425932778929e-05	2.020246e+00
8.534641692073586e-05	1.711626e+00
9.289895402766931e-05	9.924598e-01
1.028989540276693e-04	-4.489994e-01
1.084426427915610e-04	-1.025184e+00
1.115803638156775e-04	-1.061827e+00
1.144855156812799e-04	-1.070548e+00
1.183009180492129e-04	-1.080853e+00
1.221655921483528e-04	-1.082988e+00
1.254371040171069e-04	-1.085200e+00
1.272117100464881e-04	-1.083308e+00
1.300969000375300e-04	-1.082724e+00
1.347449165591701e-04	-1.072919e+00
1.407902096288391e-04	-1.044771e+00
1.435551513854786e-04	-9.483662e-01
1.467064765599143e-04	-5.515837e-01
1.481725807844559e-04	-2.203286e-01
1.495118307391382e-04	-1.207343e-01
1.509746394993555e-04	1.968054e-01
1.529300506599765e-04	3.802464e-01
1.553830642605452e-04	8.095586e-01
1.588810316702591e-04	1.137702e+00
